lsoa,60plus_perc,females_perc,employment_score,crime_score,outdoor_environment_score,lvl_4plus_perc
E01031765,25.888324873096447,49.688279301745645,0.076,0.03,-0.35200000000000004,37.949921752738646
E01031766,28.445475638051047,49.51856946354883,0.058,-1.07,0.103,38.68450390189521
E01031767,23.729903536977485,52.05479452054794,0.07400000000000001,0.062,0.012,36.46864686468646
E01031768,38.17589576547231,53.34207077326344,0.022,-0.848,-0.14800000000000002,45.556445156124894
E01031769,19.798657718120804,51.4301738642737,0.051,-0.409,-0.6970000000000001,39.566192969334324
E01031770,26.22563496751329,51.680672268907564,0.036000000000000004,-0.301,0.733,42.89985052316891
E01031771,16.76300578034682,49.87309644670051,0.102,0.182,-0.439,26.51515151515152
E01031772,32.798672566371685,53.878532772098616,0.069,-0.5820000000000001,-0.7340000000000001,34.01162790697673
E01031773,31.570996978851962,52.20476431829702,0.024,-0.711,-0.439,47.492063492063494
E01031774,32.895522388059696,49.35858277336591,0.032,-0.638,-0.276,45.16129032258064
E01031775,37.56521739130434,54.21266705403836,0.044,-1.032,-0.679,46.35527246992215
E01031776,16.202844774273345,53.523809523809526,0.059,-0.607,0.484,25.10187449062755
E01031777,19.33605125218404,51.307966706302025,0.078,-0.483,0.625,20.590461771385318
E01031778,24.75696694750486,50.19815059445178,0.08,-0.225,0.701,30.4140127388535
E01031779,16.488222698072807,51.74165457184326,0.22,-0.624,0.298,13.761467889908257
E01031780,16.70902160101652,51.28534704370181,0.061,-0.7040000000000001,0.424,20.791245791245792
E01031781,18.50728155339806,51.678657074340535,0.057,-0.833,0.662,21.664050235478808
E01031782,43.4319526627219,52.02863961813843,0.103,-0.008,0.237,19.463548830811554
E01031783,22.90862290862291,51.92433137638618,0.17800000000000002,0.6579999999999999,0.263,12.141652613827992
E01031784,27.851458885941643,53.11816192560175,0.097,-0.498,0.16699999999999998,22.079675894665765
E01031785,23.74916611074049,52.00271554650372,0.107,0.077,0.443,17.726887192536047
E01031786,21.405121470781356,52.185430463576154,0.138,0.329,0.307,13.651315789473689
E01031787,21.602434077079106,49.44532488114104,0.138,1.206,0.508,32.073170731707314
E01031788,17.836124943413306,50.97202465623519,0.11,0.21600000000000005,0.773,29.127358490566035
E01031789,22.886297376093296,50.17902813299232,0.14300000000000002,0.89,0.364,30.29585798816568
E01031790,29.645776566757487,54.88474204171241,0.225,1.477,0.902,27.17051842598376
E01031791,17.125524965002338,52.86594031264803,0.142,0.906,0.574,23.91174716756112
E01031792,30.318379160636763,53.31858407079646,0.117,0.037000000000000005,0.268,21.53153153153153
E01031793,39.17293233082707,51.79372197309418,0.061,-0.763,0.034,23.16433566433567
E01031794,45.087976539589434,52.52449133383572,0.108,-0.6990000000000001,0.483,15.226689478186483
E01031795,17.298735861610112,52.289316522893174,0.153,0.145,0.16899999999999998,17.611683848797256
E01031796,14.078282828282829,52.11090107120353,0.108,0.277,0.439,28.19015846538782
E01031797,24.54617205998421,51.27610208816705,0.048,-0.54,0.402,28.57142857142857
E01031798,17.358490566037734,49.152542372881356,0.103,0.495,0.648,26.571201272871924
E01031799,19.07120743034056,52.870662460567814,0.14300000000000002,0.105,0.809,25.570032573289904
E01031800,22.732997481108317,51.78799489144318,0.051,-0.508,0.534,29.347826086956523
E01031801,14.878706199460915,50.55309734513275,0.086,0.4370000000000001,0.645,27.82114975159688
E01031802,55.0540368722187,54.305912596401036,0.085,-0.622,-0.012,24.008498583569413
E01031803,41.661039837947335,52.48838752488388,0.049,-0.005,0.096,37.38390092879257
E01031804,44.37046004842615,52.02661826981247,0.056,-1.155,-0.094,29.91513437057992
E01031805,50.617283950617285,55.15527950310559,0.066,-0.737,0.019,30.59490084985836
E01031806,23.918269230769234,53.665865384615394,0.138,-0.6759999999999999,0.026,20.56359482102057
E01031807,44.324970131421736,53.74347069065584,0.105,-0.383,0.069,30.92917478882391
E01031808,23.092105263157894,49.608865710560615,0.201,0.825,0.429,24.801730353280462
E01031809,28.044041450777197,50.03265839320704,0.114,0.655,0.457,34.306569343065696
E01031810,20.088161209068012,51.134930643127355,0.125,0.438,0.421,30.555555555555557
E01031811,35.523613963039004,52.794612794612796,0.172,0.228,0.244,27.02301410541945
E01031812,42.005076142131976,53.81654906991661,0.078,-0.24,0.095,32.15297450424929
E01031813,26.108647450110865,52.92479108635097,0.085,0.174,0.14800000000000002,31.45441892832289
E01031814,34.72938144329897,50.966022651565616,0.08,0.378,0.263,35.31655225019069
E01031815,42.933333333333344,53.32464146023468,0.059,-0.513,0.209,34.434654919236415
E01031816,18.66913123844732,52.422360248447205,0.062,-0.28600000000000003,0.136,34.124386252045824
E01031817,12.523481527864744,51.41242937853107,0.095,-0.014,0.267,23.02737520128825
E01031818,18.366383380547692,51.634615384615394,0.113,-0.28600000000000003,0.16,17.70573566084788
E01031819,10.186625194401245,51.46153846153846,0.218,0.35600000000000004,0.204,12.823275862068966
E01031820,51.368666278392546,52.20458553791887,0.048,-1.418,0.011,27.99470549305096
E01031821,34.390243902439025,51.8941671677691,0.08,-0.809,0.213,24.61762563729061
E01031822,34.41269841269841,51.96700507614214,0.043,-0.805,0.349,31.57088122605364
E01031823,26.228373702422147,50.06993006993007,0.039,-0.39,0.109,35.532102022867186
E01031824,24.815905743740803,51.59377316530764,0.039,-0.014,0.5589999999999999,38.57677902621722
E01031825,44.00244798041616,51.398384089496595,0.08900000000000001,-0.114,0.539,20.07017543859649
E01031826,25.642857142857146,50.25754231052244,0.113,0.117,0.282,19.53405017921147
E01031827,25.80195258019526,50.3848845346396,0.103,-0.047,0.218,22.24137931034483
E01031828,40.07462686567164,51.328777524677285,0.045,-0.8420000000000001,-0.17,36.347517730496456
E01031829,38.711776187378014,52.048655569782326,0.073,-0.627,0.021,27.40851381628081
E01031830,25.698324022346373,52.99938157081014,0.174,0.141,0.263,15.948963317384367
E01031831,25.1066422912858,51.904761904761905,0.099,-0.386,0.358,27.500000000000004
E01031832,37.11526855763428,52.457002457002446,0.112,-0.28600000000000003,0.5710000000000001,22.3082336382829
E01031833,15.9618820726623,52.1580547112462,0.152,-0.128,0.516,26.698262243285946
E01031834,20.4375,51.7198248905566,0.133,-0.003,0.369,21.72878667724029
E01031835,20.883116883116887,50.35616438356164,0.124,-0.243,0.446,32.424054556726595
E01031836,19.941520467836252,50.47619047619048,0.165,-0.122,0.036000000000000004,19.318181818181817
E01031837,15.244536940686785,50.965049556598856,0.063,-0.096,0.418,30.32514930325149
E01031838,28.93081761006289,51.54320987654321,0.069,-0.057,0.451,28.96706586826348
E01031839,24.270177447052088,51.49597238204833,0.116,0.021,0.242,26.4
E01031840,27.90697674418605,50.975753991720865,0.066,-0.736,0.298,23.09337134711333
E01031841,29.900881057268723,50.68194217130387,0.042,-0.7909999999999999,-1.477,35.58863328822733
E01031842,28.836962294211364,51.65007857517024,0.05,-0.5660000000000001,-1.588,36.18122977346278
E01031843,27.38225629791895,51.627384960718295,0.061,-0.119,-1.2009999999999998,33.567909922589735
E01031844,21.00760456273764,51.86915887850467,0.073,-0.522,-1.4369999999999998,31.833007175472932
E01031845,33.37539432176657,50.34876347495244,0.095,0.027000000000000003,-1.183,25.44510385756677
E01031846,27.19563900666263,51.241671714112655,0.068,-0.17800000000000002,-1.646,28.970588235294123
E01031847,26.84414864115363,51.015801354401795,0.062,-0.46,-0.944,36.738978306508045
E01031848,30.996104618809127,42.06349206349206,0.064,-0.229,-1.356,31.36612021857924
E01031849,23.38804220398593,48.83859440142943,0.048,-0.509,-1.757,32.314410480349345
E01031850,32.48,52.69271383315734,0.08800000000000001,-0.698,-0.5660000000000001,24.95367510809141
E01031851,18.484650555192683,51.38339920948617,0.147,-0.442,-0.517,13.935810810810812
E01031852,27.192118226600986,51.78833904948554,0.078,-0.243,-0.789,23.626373626373624
E01031853,30.817174515235454,50.985915492957744,0.128,0.052000000000000005,-0.66,23.84105960264901
E01031854,32.79329608938548,52.12224108658744,0.172,0.805,-0.173,24.420103092783503
E01031855,36.72391017173052,52.01853077432163,0.052000000000000005,-0.511,-1.3969999999999998,36.00641539695268
E01031856,35.72778827977315,51.66240409207161,0.17800000000000002,0.102,-1.147,22.230710466004584
E01031857,27.108057464084943,50.766400980993254,0.086,-1.017,-1.812,26.07709750566893
E01031858,22.412947523295735,50.28790786948176,0.043,-1.483,-1.629,32.15174129353234
E01031859,21.974148061104582,53.64314400458978,0.108,0.294,-1.177,16.063675832127352
E01031860,24.061662198391424,50.993377483443716,0.08800000000000001,-0.638,-1.342,17.358803986710967
E01031861,30.0,53.009547530095475,0.067,-0.462,-1.4680000000000002,30.952380952380953
E01031862,22.50656167979003,51.930501930501926,0.113,-0.131,-1.089,24.143426294820717
E01031863,33.808724832214764,53.03159692570453,0.06,-0.071,-0.71,48.035363457760326
E01031864,28.56060606060606,51.91873589164786,0.023,-1.5730000000000002,-1.037,55.30516431924882
E01031865,22.53807106598985,49.741200828157346,0.067,-0.032,-0.81,24.432209222298695
E01031866,29.46084724005135,50.41480536056159,0.038,-0.173,-1.4069999999999998,35.71972581873572
E01031867,23.450134770889488,50.49234135667397,0.061,0.028,-1.153,28.300653594771237
E01031868,24.24916573971079,49.52166572875633,0.029,-0.259,-0.196,35.56485355648535
E01031869,28.41031149301826,53.30823023130714,0.136,-0.536,-1.3019999999999998,23.05665349143609
E01031870,29.03047091412743,51.26760563380282,0.057,-0.321,-1.433,38.750839489590334
E01031871,27.933293627159024,52.01928872814949,0.064,-0.226,-0.426,38.95910780669145
E01031872,28.49397590361446,52.219482120838464,0.07400000000000001,-0.365,-1.007,28.33078101071976
E01031873,26.439232409381667,52.006420545746394,0.034,-0.21600000000000005,-1.179,36.25
E01031874,31.278688524590173,51.79856115107914,0.057,-1.838,-1.227,42.515923566878975
E01031876,34.42176870748299,52.330226364846865,0.068,-1.372,-1.074,34.493927125506076
E01031877,29.714912280701753,50.217864923747285,0.06,-0.745,-1.6769999999999998,38.64569083447332
E01031878,7.5668170774036785,40.824112933994655,0.032,-0.413,-1.493,20.03012048192771
E01031879,2.123142250530785,40.424528301886795,0.016,-1.251,-1.652,14.040660736975855
E01031880,1.5302727877578175,27.16555612506407,0.015,-1.081,-1.967,16.775802931088243
E01031882,25.888077858880774,50.566223535204344,0.05,-0.6890000000000001,-1.798,34.167175106772426
E01031883,38.40985442329227,51.88732394366197,0.058,-1.128,-1.761,36.11663353214049
E01031884,28.615766604593414,50.5838967424708,0.058,0.679,-0.696,36.69172932330827
E01031885,25.759493670886073,48.58223062381853,0.044,-1.55,-1.807,42.289348171701114
E01031886,29.894736842105264,49.71711456859972,0.03,-1.151,-0.653,39.87993138936535
E01031887,27.77129521586931,51.13507377979568,0.066,-0.154,-1.68,39.61456102783725
E01031888,32.765011119347655,51.612903225806456,0.055,-0.042,-1.013,47.40673339399454
E01031889,15.45945945945946,50.242065626681004,0.085,-0.5670000000000001,-1.247,30.055788005578798
E01031890,32.65167007498296,50.80862533692722,0.061,-0.846,-1.636,37.47913188647746
E01031891,28.80694143167028,50.890916992611906,0.043,-0.79,-1.372,38.668779714738506
E01031892,32.534495279593315,51.726618705035975,0.055,-1.315,-1.003,40.614035087719294
E01031893,26.211734693877553,48.66751269035533,0.041,-0.878,-1.405,36.15506329113924
E01031894,30.229508196721312,49.57152274225446,0.04,-0.31,-1.39,42.148087876322215
E01031895,23.533083645443195,50.188205771643666,0.141,0.547,-0.431,18.31442463533225
E01031896,25.06372132540357,56.418918918918905,0.223,0.564,-0.381,14.693446088794925
E01031897,17.283393501805055,48.93617021276596,0.07200000000000001,-1.047,-1.554,27.975460122699385
E01031898,19.48198198198198,59.34734513274337,0.104,0.18600000000000005,-0.738,17.745454545454546
E01031900,32.49888243182834,52.55771842462653,0.076,-0.441,-1.207,26.171669299631386
E01031901,22.00956937799043,52.88065843621399,0.136,-0.125,-1.267,23.70242214532872
E01031902,17.86339754816112,48.57389801210026,0.102,-0.394,-1.281,19.567567567567565
E01031903,28.36143536532641,50.8605851979346,0.061,-0.75,-1.629,32.109617373319544
E01031904,26.92847124824684,52.32126276694522,0.046,-1.32,-1.779,38.48857644991213
E01031905,12.508638562543194,50.443686006825935,0.031,-1.252,-1.195,39.81981981981982
E01031906,12.82740094022834,49.556918882072246,0.041,-0.937,-1.128,36.62092624356775
E01031907,14.4973968762515,50.91125198098256,0.026,-0.797,-0.943,40.784718637067634
E01031908,17.39915713425647,51.28992628992629,0.118,-0.546,-0.823,21.667965705378016
E01031909,30.817610062893078,51.33228840125392,0.075,-0.747,-0.664,27.315689981096412
E01031910,17.88836583725622,50.30970406056436,0.08900000000000001,-0.041,-0.159,24.63768115942029
E01031911,16.643258426966288,52.44704163623083,0.171,-0.196,-0.157,18.960538979788254
E01031912,20.61239731142644,49.633967789165446,0.181,0.414,-0.009000000000000001,26.63793103448276
E01031913,26.59340659340659,50.6084466714388,0.052000000000000005,-0.8220000000000001,-0.329,31.321084864391953
E01031914,16.568483063328422,52.0,0.19,-0.914,-0.857,14.057507987220447
E01031915,25.0,51.12075198843096,0.047,-0.92,-0.868,30.555555555555557
E01031916,24.541284403669724,50.88529638183218,0.127,-1.205,-1.016,22.169811320754718
E01031917,19.694868238557557,50.282485875706215,0.147,0.7390000000000001,-0.516,27.78702163061564
E01031918,35.26570048309179,51.138211382113816,0.086,-0.61,-1.4069999999999998,31.43408981168518
E01031919,25.615141955835966,51.06649937264742,0.06,-0.78,-0.68,35.86601307189542
E01031920,15.63721657544957,49.60380348652932,0.05,-0.294,-0.219,33.434343434343425
E01031921,11.667810569663693,49.11444141689373,0.047,-1.846,-1.179,36.25783348254252
E01031922,12.762645914396884,47.60408483896308,0.056,-1.755,-1.41,26.794258373205746
E01031923,16.46030589949017,49.41775836972344,0.046,-1.6130000000000002,-1.365,28.55822550831793
E01031924,8.94454382826476,51.11244738424535,0.049,-1.094,-1.061,32.83464566929134
E01031925,26.939471440750214,52.033898305084755,0.135,-0.003,-0.55,13.31877729257642
E01031926,22.62773722627737,50.63039150630392,0.091,-0.3670000000000001,-0.516,21.594684385382056
E01031927,26.914153132250576,50.0,0.053,-0.856,-0.769,30.093457943925234
E01031928,26.23199393479909,52.78810408921933,0.221,-0.095,-0.637,12.324929971988794
E01031929,32.44882486732373,51.213960546282244,0.061,-0.847,-1.113,35.81526861451461
E01031930,6.055461233729485,43.0471584038694,0.023,-1.283,-1.5590000000000002,26.403162055335965
E01031931,36.55848132271892,51.85862279098112,0.068,-1.106,-1.2990000000000002,34.863064396743155
E01031932,38.61977438619774,53.00621976503111,0.067,-0.8240000000000001,-0.71,29.48517940717629
E01031933,23.80657160570366,52.1437578814628,0.132,-1.064,-0.736,26.15384615384616
E01031934,29.00505902192243,50.142775556824674,0.039,-0.238,-1.251,33.170731707317074
E01031935,27.90697674418605,51.68282943525385,0.047,-0.211,-1.086,35.390070921985824
E01031936,25.21974306964165,50.405953991880935,0.121,0.109,-1.192,22.193658954584407
E01031937,31.583710407239817,50.663129973474796,0.08,-0.659,-1.514,32.6226012793177
E01031938,23.650568181818183,50.07062146892656,0.049,0.05,-0.552,34.84573502722323
E01031939,26.18718303365607,51.49700598802395,0.073,-0.458,-1.38,40.13840830449827
E01031940,26.78890876565295,50.38031319910514,0.053,-0.557,-0.7090000000000001,40.21134593993326
E01031941,22.06721623335447,51.93992490613266,0.049,-1.324,-1.694,42.52032520325204
E01031942,29.247311827956988,49.47589098532495,0.041,0.204,-1.3119999999999998,33.58522250209908
E01031944,22.3696682464455,50.469924812030065,0.054000000000000006,-0.992,-1.29,31.80291153415454
E01031946,1.5306122448979589,42.1531100478469,0.023,-1.543,-1.422,27.119741100323626
E01031947,25.523012552301253,51.41822570911285,0.104,-1.029,-1.329,20.76628352490421
E01031948,16.94756554307116,49.69121140142518,0.045,-1.74,-1.873,41.71322160148976
E01031949,28.59486057955167,51.327433628318595,0.039,-0.212,-0.764,43.75413086582947
E01031950,25.626342161775238,51.252684323550476,0.021,-1.197,-1.475,46.28469113697404
E01031951,21.629021218343603,43.04682040531097,0.045,-0.625,-0.8220000000000001,34.154630416312656
E01031952,23.991769547325106,53.07470078415187,0.134,-0.754,-1.121,23.47250509164969
E01031953,17.31283422459893,51.801801801801815,0.056,-0.883,-1.433,37.98206278026906
E01031954,24.495476687543487,50.77951002227172,0.054000000000000006,-0.395,-1.051,29.84244670991659
E01031955,33.90769230769231,52.68022181146026,0.064,-0.426,-1.54,30.169242089771892
E01031956,27.371695178849144,52.190622598001525,0.134,0.002,-1.341,19.62524654832347
E01031957,25.186693822131705,53.215978334461745,0.044,-1.335,-1.5659999999999998,38.95547945205479
E01031958,28.758169934640517,50.83636363636364,0.024,-1.088,-1.604,43.91343552750225
E01031959,33.253731343283576,51.393188854489175,0.029,-1.18,-1.067,40.75723830734968
E01031960,18.71013465627215,49.783861671469744,0.045,-0.903,-1.442,33.650190114068444
E01031961,28.80184331797235,50.649350649350644,0.062,-0.389,-0.838,32.35563703024748
E01031962,33.180778032036606,49.92481203007519,0.023,-0.8859999999999999,-0.942,35.70776255707763
E01031963,28.336079077429986,52.321135991261606,0.184,-0.322,-1.225,14.576271186440678
E01031964,30.82480433473811,49.55542382928275,0.08,-0.7490000000000001,-0.6759999999999999,20.0
E01031965,33.071988595865996,51.55234657039711,0.08199999999999999,-1.177,-1.094,26.190476190476193
E01031966,30.2504816955684,51.00845803513337,0.042,-0.975,-1.446,32.159624413145536
E01031967,25.754716981132077,51.57232704402515,0.102,0.193,-0.938,24.858044164037853
E01031968,27.02702702702703,50.969355847404636,0.054000000000000006,-0.09,-1.143,31.31539611360239
E01031969,17.7731673582296,48.95688456189153,0.045,-1.75,-0.883,37.89029535864979
E01031970,29.85543683218102,54.15873015873017,0.031,-1.736,-1.683,41.18541033434651
E01031971,28.403361344537807,52.961082910321494,0.067,-1.173,-1.501,31.530612244897966
E01031972,32.183145321831454,50.4654255319149,0.048,-0.6659999999999999,-0.753,40.33057851239669
E01031973,33.38582677165354,51.46666666666667,0.035,-1.072,-1.646,38.66753755715219
E01031974,39.259855189058726,51.26582278481011,0.085,0.642,-0.682,24.050632911392412
E01031975,28.24547600314713,53.01587301587302,0.129,0.52,-0.917,10.381978452497552
E01031976,6.582278481012659,50.07042253521126,0.079,0.134,-1.3430000000000002,31.92584963954686
E01031977,11.699346405228756,50.16983695652174,0.063,-0.637,-1.753,27.117884356790682
E01031978,12.804171494785633,51.22646891043925,0.068,0.359,-1.177,25.207547169811324
E01031979,28.972868217054266,51.4642342774844,0.07,0.69,-1.253,22.178551375631667
E01031980,15.84664536741214,50.39011703511054,0.109,0.506,-1.097,20.920502092050206
E01031981,17.885679164105717,53.17848410757946,0.174,1.329,-0.865,10.266774454324981
E01031982,21.58620689655172,50.966850828729285,0.11,0.949,-1.3430000000000002,17.854077253218886
E01031983,13.549094898518925,52.71894676588438,0.174,0.8390000000000001,-1.348,14.649190439475715
E01031984,16.822429906542055,52.25,0.038,-1.676,-1.357,44.958677685950406
E01031985,24.23564504101417,52.559205500381964,0.1,-0.802,-1.046,25.31645569620253
E01031986,31.85483870967742,52.644230769230774,0.142,-0.544,-0.624,17.25790987535954
E01031988,0.7953340402969247,49.622166246851386,0.026,-1.474,-1.35,25.02210433244916
E01031989,20.03780718336484,48.78361075544174,0.075,-0.5429999999999999,-0.648,18.282312925170068
E01031990,30.765253360910034,52.26463104325699,0.037000000000000005,-1.102,-1.864,38.69755792110207
E01031991,30.37275655775425,54.926921263554924,0.038,-0.654,-1.763,35.53268765133172
E01031992,38.571428571428584,51.11260957518543,0.034,-0.6409999999999999,-1.693,39.52
E01031993,33.815426997245176,51.51098901098901,0.08,-0.804,-1.68,27.249789739276704
E01031994,31.365313653136536,53.49008082292433,0.056,-1.185,-1.381,33.21332133213321
E01031995,32.45721271393643,50.649350649350644,0.051,-1.001,-1.518,37.51879699248122
E01031996,24.548736462093864,51.395848246241954,0.098,-0.852,-1.109,13.580246913580249
E01031997,21.809256661991586,49.79079497907951,0.036000000000000004,-0.911,-1.301,27.87307032590051
E01031998,1.3841894801599508,39.71560846560847,0.02,-0.77,-1.337,23.06273062730628
E01031999,27.93296089385475,50.721784776902894,0.061,-0.7170000000000001,-1.425,24.553224553224553
E01032000,27.308192457737324,52.679343128781326,0.061,-0.763,-1.1840000000000002,36.777301927194856
E01032001,23.419827012641388,48.91089108910891,0.07400000000000001,0.662,-0.785,31.417004048583003
E01032002,23.725212464589234,51.03942652329749,0.076,-0.35200000000000004,-0.768,28.387650085763287
E01032003,24.93169398907104,49.657064471879295,0.067,-0.409,-0.21,33.359559402045626
E01032004,33.65638766519824,51.300132216835614,0.057,-0.122,-1.151,32.870122928915016
E01032005,27.217125382263,53.13935681470139,0.046,-0.456,-0.763,35.33834586466165
E01032006,24.840764331210195,54.38596491228071,0.025,-1.074,-1.041,48.83955600403633
E01032007,14.469914040114613,51.409495548961424,0.076,-0.867,-0.921,32.49027237354085
E01032008,32.01058201058201,50.42961004626571,0.17600000000000002,-0.109,-0.8220000000000001,23.322422258592468
E01032009,41.85667752442997,52.556349642660805,0.055,-0.226,-1.23,41.410256410256416
E01032010,36.50171484566389,51.91387559808612,0.056,-0.465,-1.932,32.99261783077797
E01032011,19.100321313816494,52.56714060031595,0.079,0.035,-1.405,34.804928131416844
E01032012,43.83026242322725,54.263565891472865,0.048,-0.7659999999999999,-0.71,30.689206762028608
E01032013,30.817610062893078,49.880895664602185,0.07400000000000001,-0.639,-0.979,32.37492811960897
E01032014,26.743515850144092,51.24927367809413,0.158,0.495,0.046,34.375
E01032015,20.26098901098901,52.044352044352046,0.07400000000000001,0.199,-0.777,35.098206660973524
E01032016,21.02146558105107,52.23116313094367,0.059,0.133,-0.483,48.73362445414846
E01032017,31.92204301075269,53.56182795698925,0.03,-1.12,-0.701,40.49180327868853
E01032018,35.97951344430218,50.93283582089553,0.038,-0.203,-1.37,37.74289985052317
E01032019,31.12540192926045,53.9568345323741,0.124,-0.3720000000000001,-0.963,22.909967845659164
E01032020,28.57142857142857,51.50501672240803,0.061,-0.183,-0.228,41.816693944353524
E01032021,25.716064757160645,54.669987546699865,0.049,-0.17800000000000002,-0.557,35.651537335285504
E01032022,35.322195704057286,55.535607420706164,0.097,0.942,0.16399999999999998,44.27690198766278
E01032023,25.915649278579355,53.71396895787139,0.189,1.237,-0.337,30.502717391304344
E01032024,15.885860306643956,50.85324232081911,0.085,-0.287,-0.54,31.54943934760449
E01032025,27.303754266211605,49.25271739130434,0.081,0.22,-1.183,23.033707865168534
E01032026,28.90575585072739,50.281074328544655,0.046,-0.615,-1.499,36.08794541319181
E01032027,37.740029542097496,51.2378094523631,0.052000000000000005,-0.6,-1.181,37.17504332755633
E01032029,35.96237337192474,52.658412235979604,0.05,-0.039,-1.271,39.48988566402815
E01032030,34.081902245706736,52.25806451612904,0.08900000000000001,-0.518,-1.405,29.898516783762684
E01032031,40.382862351868724,51.34883720930232,0.06,-0.618,-1.607,37.379162191192265
E01032032,34.5625,51.59275452841974,0.035,-1.025,-1.268,35.07462686567165
E01032033,28.002842928216065,49.85955056179776,0.05,-0.601,-1.2009999999999998,34.52685421994885
E01032034,30.474198047419804,52.21112696148359,0.043,-0.736,-1.246,35.70175438596491
E01032035,45.00978473581213,51.270358306188925,0.045,-0.736,-1.665,29.62121212121212
E01032036,33.22079675894665,50.648464163822524,0.079,0.161,-0.963,28.441879637262982
E01032037,35.45331529093369,51.768707482993186,0.116,-0.8079999999999999,-1.38,19.20583468395462
E01032038,40.21244309559939,53.14155942467828,0.053,-0.405,-0.762,33.36199484092863
E01032039,26.268656716417908,53.998532648569324,0.066,-0.6509999999999999,-0.918,28.152753108348133
E01032040,26.5814266487214,53.118574366004104,0.114,0.019,-1.202,24.59574468085107
E01032041,35.315408479834545,51.27272727272727,0.035,-0.996,-1.717,40.062111801242224
E01032042,26.88110281447444,51.94428322692978,0.036000000000000004,-1.3130000000000002,-1.681,38.56304985337243
E01032043,30.038910505836572,56.54806964420893,0.054000000000000006,-1.11,-1.5930000000000002,33.01526717557252
E01032044,39.57100591715977,51.81950509461426,0.083,-0.794,-1.281,31.62393162393162
E01032045,32.40677966101695,53.04878048780488,0.052000000000000005,-0.59,-0.792,45.40859309182814
E01032046,30.714285714285715,53.066494512588775,0.104,-0.425,-0.32299999999999995,42.042755344418055
E01032047,34.14285714285714,52.31548480463098,0.092,-1.004,-1.197,41.19170984455959
E01032048,30.140186915887853,51.76678445229682,0.13,-0.197,-1.4069999999999998,30.981818181818184
E01032049,34.50930083386786,53.354838709677416,0.081,-0.441,-0.69,43.59968968192397
E01032050,36.94581280788177,53.63480251860332,0.079,-0.019,-0.257,55.30253741054001
E01032051,38.18745158791634,51.58610271903324,0.058,0.29100000000000004,-1.026,34.919210053859956
E01032052,36.79169992019154,50.54945054945055,0.057,-0.5820000000000001,-0.865,31.559963931469788
E01032053,31.142857142857146,50.21067415730337,0.054000000000000006,-0.6809999999999999,-1.519,29.253472222222207
E01032054,27.223511214230477,51.20622568093385,0.104,-0.255,-1.185,24.925521350546173
E01032055,38.651315789473685,51.336032388663966,0.046,0.103,-1.384,44.486333647502356
E01032056,28.005865102639287,51.06853352984525,0.119,-0.07200000000000001,-1.206,31.09004739336493
E01032057,34.84201537147737,50.54484492875104,0.042,-0.6779999999999999,-1.2990000000000002,36.37274549098196
E01032058,30.443974630021142,50.74204946996468,0.087,-0.122,-0.665,40.46793760831889
E01032059,35.359116022099435,52.06839492553779,0.046,-0.419,-1.346,44.806517311608964
E01032060,40.23361453601557,52.65200517464425,0.062,-1.104,-1.119,48.328267477203646
E01032061,36.309012875536474,53.52839931153184,0.058,-0.872,-1.248,41.12149532710279
E01032062,28.109756097560982,51.498470948012226,0.182,0.541,-0.804,13.868065967016491
E01032063,23.510638297872337,49.84293193717278,0.107,-0.231,-0.972,16.46586345381526
E01032064,18.808049535603715,51.38576779026217,0.182,0.459,-0.853,10.945273631840797
E01032065,22.830188679245282,50.860420650095605,0.094,0.514,-0.316,17.67100977198697
E01032066,19.705694177863084,52.113606340819025,0.117,0.073,-0.733,19.349315068493148
E01032067,32.084155161078236,49.51012410189418,0.081,0.447,-0.135,21.95704057279236
E01032068,34.356725146198826,50.757029560201865,0.119,0.181,-0.366,22.049956933677866
E01032069,23.84,50.631911532385466,0.048,-0.932,-0.306,19.398642095053344
E01032070,31.01851851851852,49.07284768211921,0.134,-0.08800000000000001,-1.166,18.632075471698112
E01032071,21.50986342943855,49.459108610990924,0.055,-0.061,-0.6779999999999999,29.6137339055794
E01032072,14.51534339990258,50.368550368550366,0.042,-1.5319999999999998,-1.225,24.00521852576647
E01032073,15.181058495821727,49.929676511955,0.064,-0.6990000000000001,-0.911,15.706319702602231
E01032074,47.217068645640076,51.71480144404333,0.094,-0.45,-0.505,14.386317907444667
E01032075,33.10911808669656,51.49031296572281,0.075,-0.493,-1.359,33.123877917414724
E01032076,35.201978565539974,52.743652743652746,0.063,-0.055,-0.953,29.92202729044834
E01032077,27.850356294536816,49.880810488677,0.062,-0.762,-0.923,33.164739884393065
E01032078,15.30955585464334,50.90529247910863,0.096,-0.096,-1.332,28.36429542365201
E01032079,29.765013054830288,50.467914438502675,0.096,-0.8290000000000001,-0.81,22.52252252252252
E01032080,15.697346132128745,52.00698080279233,0.044,-0.616,0.064,36.804451510333855
E01032081,33.49673202614379,53.181076672104396,0.047,-0.852,-1.471,32.445290199809705
E01032082,33.38775510204081,51.755102040816325,0.043,0.103,-1.699,37.75023832221163
E01032083,28.72975277067349,50.879507475813554,0.1,0.51,-1.033,27.093596059113306
E01032084,34.021823850350735,52.822109770338656,0.053,-0.241,-0.8390000000000001,35.782442748091604
E01032085,17.528910529519173,51.93704600484261,0.094,0.371,-0.277,31.63716814159293
